Prop,Property,Property Address,Unit,SqFt,Beds,Baths,Status,Resident,Email,Lease From,Lease To,Market Rent,Rent
GRN,Greenfield Commons,1400 Greenfield Rd,C403,787,1,1,Occ,"Mwangi, Ferran",ferran.mwangi@example.com,2026-04-15,2026-11-21,"1,630.00","$1,605.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C404,782,1,1,Occupied,"Broussard, Bettina",bettina.broussard@mail.example.net,2026-05-31,,"$1,595.00","1,535.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C405,"1,028",2,1,MTM,"Engelhardt, Zora",zora.engelhardt@example.com,2026-03-17,2027-01-24,"2,035.00","1,990.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C406,974,2,1,MTM,"Ferrante, Greta",greta.ferrante@example.com,2025-01-03,2025-07-06,"$2,075.00","2,070.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C407,"1,245",3,2,MTM,"Eriksen, Elke",elke.eriksen@example.org,2025-12-30,2026-07-01,"2,445.00","$2,420.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C408,755,1,1,Notice,"Fontaine, Bastien",bastien.fontaine@mail.example.net,2026-04-24,2026-12-24,"$1,575.00","$1,515.00"
GRN,Greenfield Commons,1400 Greenfield Road,C409,739,1,1,Occupied,"Beaumont, Zora",zora.beaumont@mail.example.net,2024-03-11,2025-02-15,"1,405.00","$1,405.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C410,"1,023",2,2,Occupied,"Ishikawa, Hamza",hamza.ishikawa@example.org,2026-05-05,2027-06-06,"$1,825.00","1,825.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C411,479,0,1,MTM,"Oyelaran, Dario",dario.oyelaran@mail.example.net,2026-04-14,2027-05-10,"1,165.00","1,105.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C412,761,1,1,Occupied,"Lindgren, Yannick",yannick.lindgren@example.com,2026-06-02,2027-01-28,"1,465.00","1,420.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C413,"1,206",3,2,MTM,"Ferrante, Marisol",marisol.ferrante@mail.example.net,2025-01-09,2025-09-19,"$2,385.00","$2,335.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C414,805,1,1,Occupied,"Tavares, Ferran",ferran.tavares@example.org,2026-04-28,2027-01-18,"1,585.00","$1,525.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C415,539,0,1,Occupied,"Haddad, Aurelio",aurelio.haddad@example.com,2025-03-20,2026-03-22,-,"1,085.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C416,"1,048",2,2,Occ,"Nakamura, Rosalind",rosalind.nakamura@mail.example.net,2024-05-28,2025-03-17,"1,880.00","$1,825.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C417,"1,224",3,2,NTV,"Zambrano, Ottilie",ottilie.zambrano@example.com,2024-10-21,2025-07-18,"$2,245.00","$2,235.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C418,776,1,1,Occupied,"Eriksen, Priya",priya.eriksen@example.com,2024-03-23,2024-11-05,"1,420.00","$1,385.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C419,820,1,1,Occupied,"Wexler, Priya",priya.wexler@example.org,2024-09-22,2025-09-15,"$1,490.00","1,450.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,C420,686,1,1,Occupied,"Haddad, Dario",dario.haddad@example.com,2026-06-02,2027-04-26,"$1,445.00","$1,420.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,C421,470,0,1,Down,,,,,995.00,
GRN,Greenfield Commons,1400 Greenfield Rd,C422,748,1,1,Occupied,"Dupont, Ilse",ilse.dupont@mail.example.net,2024-10-13,2025-10-29,"$1,480.00","1,425.00"
GRN,Greenfield Commons,1400 Greenfield Road,C422,748,1,1,Occ,"Dupont, Aurelio",aurelio.dupont@example.org,11/2025,2026-11-27,"1,480.00","$1,465.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C423,816,1,1,Occupied,"Fontaine, Dario",dario.fontaine@example.com,2025-01-21,2025-12-29,"$1,590.00","1,570.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C424,"1,207",3,1,Notice,"Oyelaran, Hamza",hamza.oyelaran@example.com,2026-03-18,2026-10-28,"$2,380.00","2,320.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C425,984,2,1,Occupied,"Jelinek, Quentin",quentin.jelinek@example.com,2025-01-18,2025-08-31,"1,895.00","1,885.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C426,"1,001",2,1,Occupied,"Eriksen, Wilhelmina",wilhelmina.eriksen@mail.example.net,2024-02-15,2024-10-28,"$1,855.00","1,845.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C427,471,0,1,NTV,"Zambrano, Ulrich",ulrich.zambrano@example.org,2024-09-02,2025-05-27,"$1,020.00",$990.00
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,C428,747,1,1,Occupied,"Cisneros, Casimir",casimir.cisneros@example.com,2026-03-09,2027-03-15,"$1,495.00","$1,475.00"
GRN,Greenfield Commons,1400 Greenfield Rd,C429,974,2,1.5,VAC,,,,,"1,825.00",
GRN,Greenfield Commons,1400 Greenfield Rd,C430,"1,053",2,2,Occupied,"Calderon, Ulrich",ulrich.calderon@example.com,2026-04-20,2026-11-04,"$1,975.00","1,945.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D101,792,1,1,MTM,"Haddad, Casimir",casimir.haddad@mail.example.net,2025-11-26,2026-06-22,"$1,475.00","1,420.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D102,781,1,1,Notice,"Danquah, Bettina",bettina.danquah@example.com,2025-07-15,2026-07-10,"1,465.00","1,460.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D103,944,2,1,Occupied,"Ubaldi, Amara","amara.ubaldi@example,com",2026-05-30,2027-02-21,"$1,940.00","1,915.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D104,764,1,1,Occupied,"Jelinek, Clemence",clemence.jelinek@example.com,2024-08-21,2025-09-17,"$1,590.00","1,540.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D105,682,1,1,Occupied,"Engelhardt, Ferran",ferran.engelhardt@example.org,2023-07-03,2024-06-15,"$1,610.00","1,545.00"
GRN,Greenfield Commons,1400 Greenfield Road,D105,682,1,1,Occ,"Ferrante, Delphine",delphine.ferrante@example.org,2024-06-27,2025-04-27,"$1,610.00","$1,585.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D106,"1,200",3,1,Occupied,"Villanueva, Nadim",nadim.villanueva@example.com,2025-08-11,,"2,390.00","$2,345.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D107,690,1,1,Occ,"Grierson, Bettina",bettina.grierson@mail.example.net,2026-05-08,2026-11-30,"$1,470.00","$1,455.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D108,798,1,1,Occ,"Danquah, Ilse",ilse.danquah@example.com,2025-08-21,2026-07-18,"1,525.00","1,490.00"
GRN,GREENFIELD COMMONS,1400 Greenfield Rd,D109,731,1,1,Occupied,,,2026-04-07,,"1,545.00","1,525.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D110,724,1,1,Occupied,"Dupont, Elke",elke.dupont@example.com,2026-02-16,2027-01-11,"1,635.00","1,585.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D111,778,1,1,Vacant,,,,,"$1,485.00",
GRN,Greenfield Commons,1400 Greenfield Rd,D112,"1,239",3,1,Occupied,"Quintero, Quentin",quentin.quintero@mail.example.net,2026-04-10,2027-02-06,"$2,285.00","$2,250.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D113,732,1,1,Occ,"Ubaldi, Zora",zora.ubaldi@mail.example.net,2024-11-04,2025-08-15,"1,595.00","1,595.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D114,"1,283",3,1,MTM,"Ashworth, Xavier",xavier.ashworth@mail.example.net,2025-09-22,2026-07-21,"$2,285.00","$2,270.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D115,714,1,1,Notice,"Cisneros, Clemence",clemence.cisneros@example.com,2024-02-29,2025-02-02,"$1,575.00","1,530.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D116,735,1,1,Occupied,"Jelinek, Bastien",bastien.jelinek@example.com,06/2025,2026-01-10,"1,500.00","$1,490.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D117,"1,311",3,1.5,Employee,"Ishikawa, Zora",zora.ishikawa@mail.example.net,2024-06-15,2025-02-15,"$2,435.00","2,395.00"
GRN,Greenfield Commons,1400 Greenfield Road,D118,716,1,1,Occupied,"Kowalczyk, Casimir",casimir.kowalczyk@example.com,2025-12-15,2026-10-26,"1,525.00","$1,495.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D119,424,0,1,Occupied,"Ashworth, Nadim",nadim.ashworth@example.com,2024-04-27,2025-01-03,"1,050.00","$1,020.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D120,"1,042",2,1,Occupied,"Pemberton, Zora",zora.pemberton@mail.example.net,2024-09-13,,"$2,030.00","1,980.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D121,727,1,1,Occupied,"Engelhardt, Clemence",clemence.engelhardt@example.org,2025-04-20,2026-02-03,"1,640.00","$1,580.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D122,699,1,1,Occupied,"Calderon, Rosalind",rosalind.calderon@example.com,2025-10-21,2026-10-19,"1,405.00","$1,400.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D123,"1,012",2,1,Notice,"Villanueva, Marisol",marisol.villanueva@example.org,2024-09-14,2025-04-11,"$2,035.00","1,990.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D124,993,2,1.5,Occupied,"Jelinek, Joaquin",joaquin.jelinek@example.com,2024-07-17,,"1,850.00","$1,845.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D125,807,1,1,Notice,"Danquah, Rosalind",rosalind.danquah@example.org,2025-03-08,2026-02-03,"1,415.00","$1,390.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D126,687,1,1,Notice,"Villanueva, Tamsin",tamsin.villanueva@mail.example.net,2025-01-26,2026-02-02,"$1,565.00","$1,550.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D127,"1,295",3,1.5,Occupied,"Calderon, Ottilie",ottilie.calderon@mail.example.net,2025-06-29,2026-07-26,"2,385.00","$2,335.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D128,"1,020",2,1.5,Occupied,"Ishikawa, Amara",amara.ishikawa@example.com,2025-06-22,2026-03-09,"2,060.00","2,030.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D129,763,1,1,Vacant-Ready,,,,,"$1,415.00",
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,D130,442,0,1,Occ,"Zambrano, Greta",greta.zambrano@example.org,2024-11-25,2025-08-16,"$1,200.00","$1,160.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D201,698,1,1,Occupied,"Sorokin, Bastien",bastien.sorokin@example.com,2025-06-20,2026-04-12,"$1,470.00","1,415.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D202,"1,220",3,2,Occupied,"Fontaine, Wilhelmina",wilhelmina.fontaine@example.com,2025-11-24,2026-08-30,"2,245.00","$2,225.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D203,940,2,1.5,Occ,"Eriksen, Xavier",xavier.eriksen@example.org,2025-10-04,2026-10-19,"$1,960.00","1,960.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D204,766,1,1,Notice,"Sorokin, Aurelio",aurelio.sorokin@example.com,2026-02-02,2026-08-02,"$1,575.00","1,530.00"
GRN,Greenfield Commons,1400 Greenfield Road,D205,"1,247",3,1.5,Occupied,"Jelinek, Clemence",clemence.jelinek@mail.example.net,2025-02-01,2026-02-25,"2,460.00","2,420.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D206,"1,271",3,1,Occupied,"Ishikawa, Tamsin",tamsin.ishikawa@example.com,2024-05-11,2025-01-03,"$2,410.00","$2,375.00"
GRN,Greenfield Commons,1400 Greenfield Road,D207,"1,065",2,2,Vacant,,,,,"$1,970.00",
GRN,Greenfield Commons,1400 Greenfield Rd,D208,746,1,1,Occupied,"Danquah, Xavier",xavier.danquah@example.com,2026-04-17,2027-04-27,"1,635.00","$1,585.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D209,945,2,1.5,MTM,"Haddad, Priya",priya.haddad@mail.example.net,2024-11-25,2025-12-24,"$1,920.00","1,890.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D210,951,2,1,Notice,"Villanueva, Ferran",ferran.villanueva@example.com,2026-06-08,2027-03-26,"2,075.00","$2,065.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D211,958,2,2,NTV,"Kowalczyk, Casimir",casimir.kowalczyk@example.org,2024-08-12,2025-08-29,"1,960.00","$1,955.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D212,733,1,1,Occupied,"Kowalczyk, Delphine",delphine.kowalczyk@example.org,2025-06-21,,"$1,610.00","1,585.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,D213,"1,288",3,2,Occupied,"Calderon, Katrien","katrien.calderon@example,com",2025-12-12,,"$2,485.00","$2,465.00"
GRN,Greenfield Commons,1400 Greenfield Road,D213,"1,288",3,2,Occupied,"Haddad, Rosalind",rosalind.haddad@mail.example.net,2025-12-12,,"$2,485.00","2,465.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D214,"1,074",2,2,Occupied,"Beaumont, Tamsin",tamsin.beaumont@example.com,2024-06-11,2025-06-30,"$1,825.00","$1,750.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,D214,"1,074",2,2,Occupied,"Kowalczyk, Xavier",xavier.kowalczyk@example.com,2025-08-03,2026-04-23,"1,825.00","1,790.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D215,"1,001",2,1,Occupied,"Ferrante, Ottilie",ottilie.ferrante@example.com,2024-04-02,2025-02-10,"$1,995.00","$1,955.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D216,469,0,1,MTM,"Calderon, Priya",priya.calderon@mail.example.net,2026-05-05,2027-04-07,"$1,070.00","$1,035.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D217,782,1,1,Occupied,"Sorokin, Bettina",bettina.sorokin@mail.example.net,2024-11-28,2025-07-22,"1,625.00","$1,605.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D218,428,0,1,NTV,"Jelinek, Nadim",nadim.jelinek@example.com,2024-06-09,2025-01-17,"$1,075.00","$1,070.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D219,"1,300",3,2,Notice,"Beaumont, Katrien",katrien.beaumont@example.com,2024-03-09,2024-11-17,"2,420.00","$2,365.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D220,"1,027",2,2,VAC,,,,,"1,920.00",
GRN,Greenfield Commons,1400 Greenfield Rd,D221,683,1,1,NTV,"Lindgren, Bettina",bettina.lindgren@example.org,2024-08-11,2025-07-10,"1,525.00","1,485.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D222,794,1,1,Occupied,"Haddad, Greta",greta.haddad@example.com,2025-10-07,2026-08-05,"$1,555.00","1,545.00"
GRN,Greenfield Commons,1400 Greenfield Road,D223,817,1,1,NTV,"Nakamura, Marisol",marisol.nakamura@example.com,2026-03-27,2027-01-24,"$1,555.00","1,505.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D224,699,1,1,Vacant-Ready,,,,,"$1,555.00",
GRN,Greenfield Commons,1400 Greenfield Rd,D225,683,1,1,Occupied,"Ferrante, Bastien",bastien.ferrante@example.com,2024-08-10,2025-06-14,"1,650.00","$1,575.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D225,683,1,1,Occupied,"Sorokin, Rosalind",rosalind.sorokin@example.com,2025-07-02,,"1,650.00","$1,615.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D226,"1,016",2,2,Occ,"Grierson, Ilse",ilse.grierson@example.org,2026-04-20,2027-01-03,"1,880.00","1,880.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D226,"1,016",2,2,Occupied,"Dupont, Wilhelmina",wilhelmina.dupont@mail.example.net,2026-09-03,2027-03-28,"$1,880.00","$1,905.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D227,777,1,1,Occupied,"Broussard, Ottilie",ottilie.broussard@example.com,2024-06-24,2025-07-08,"$1,430.00","$1,380.00"
GRN,Greenfield Commons,1400 Greenfield Road,D228,529,0,1,MTM,"Engelhardt, Ottilie",ottilie.engelhardt@example.com,2025-12-26,,"1,190.00","1,130.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D229,806,1,1,NTV,"Danquah, Delphine",delphine.danquah@example.com,2026-03-12,2027-03-05,"1,655.00","1,645.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D230,421,0,1,Occupied,"Ashworth, Marisol",marisol.ashworth@example.org,2024-05-21,2024-12-20,"1,085.00","1,050.00"
GRN,GREENFIELD COMMONS,1400 Greenfield Rd,D301,"1,037",2,1,Occupied,"Eriksen, Ulrich",ulrich.eriksen@mail.example.net,2024-11-25,2025-07-18,"$1,890.00","1,830.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D302,"1,034",2,1,Occupied,"Yoshida, Xavier",xavier.yoshida@example.com,2025-06-17,2026-06-21,"$1,890.00","1,840.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D303,737,1,1,Occupied,"Lindgren, Priya",priya.lindgren@example.com,2026-05-01,2027-03-02,"1,655.00","$1,650.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D304,"1,233",3,1.5,Occupied,"Danquah, Joaquin",joaquin.danquah@mail.example.net,2024-10-20,2025-05-15,"$2,465.00","2,465.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D305,782,1,1,Occupied,"Oyelaran, Wilhelmina",wilhelmina.oyelaran@example.com,2026-05-29,2027-06-01,"$1,650.00","$1,625.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D306,796,1,1,Occupied,"Pemberton, Nadim",nadim.pemberton@example.com,2026-03-28,2027-02-20,"$1,610.00","$1,570.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D307,"1,306",3,1.5,Occ,"Danquah, Dario",dario.danquah@example.org,2025-11-15,2026-08-15,"2,425.00","2,420.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D308,"1,234",3,1,Occ,"Oyelaran, Lachlan",lachlan.oyelaran@example.com,2024-05-06,2025-01-07,"$2,350.00","$2,315.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D309,969,2,1.5,Notice,"Beaumont, Casimir",casimir.beaumont@mail.example.net,2026-02-23,2026-11-14,"1,840.00","1,785.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D310,970,2,1,Vacant,,,,,"$2,060.00",
GRN,Greenfield Commons,1400 Greenfield Rd,D311,986,2,1.5,Vacant,,,,,"1,955.00",
GRN,Greenfield Commons,1400 Greenfield Rd,D312,"1,232",3,2,MTM,"Fontaine, Priya",priya.fontaine@mail.example.net,2026-05-31,2027-04-15,"2,430.00","$2,395.00"
GRN,GREENFIELD COMMONS,1400 Greenfield Rd,D313,"1,058",2,1,NTV,"Nakamura, Soren",soren.nakamura@mail.example.net,2025-07-06,2026-07-07,"$1,875.00","1,830.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D314,427,0,1,Notice,"Ferrante, Tamsin",tamsin.ferrante@example.com,05/2025,2026-04-11,"$1,180.00","$1,180.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D315,"1,010",2,1.5,Occupied,"Tavares, Elke",elke.tavares@example.com,2025-03-27,2026-01-20,"2,055.00","$2,025.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D316,538,0,1,Occupied,"Jelinek, Amara",amara.jelinek@mail.example.net,2025-06-06,2026-03-02,"$1,185.00","$1,140.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D316,538,0,1,Occupied,"Kowalczyk, Rosalind",rosalind.kowalczyk@example.com,2025-06-06,2026-03-02,"$1,185.00","1,140.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D317,556,0,1,Occ,"Kowalczyk, Joaquin",joaquin.kowalczyk@example.com,2025-04-21,,"$1,110.00","$1,075.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D318,"1,281",3,2,MTM,"Wexler, Nadim",nadim.wexler@example.com,2026-05-26,2027-05-29,"2,300.00","2,285.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D319,708,1,1,Occupied,"Engelhardt, Wilhelmina",wilhelmina.engelhardt@example.com,2026-03-11,2026-12-08,"1,495.00","1,435.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D320,705,1,1,Occupied,"Ashworth, Xavier",xavier.ashworth@example.com,2026-06-23,2027-05-17,"$1,550.00","$1,505.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Road,D321,"1,225",3,1,MTM,"Beaumont, Yannick",yannick.beaumont@mail.example.net,2024-09-09,2025-09-26,"2,250.00","$2,250.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D322,730,1,1,Vacant,,,,,"$1,440.00",
GRN,Greenfield Commons,1400 Greenfield Rd,D323,"1,224",3,2,VAC,"Wexler, Quentin",,,,"2,395.00",
GRN,Greenfield Commons,1400 Greenfield Road,D324,807,1,1,Occ,"Kowalczyk, Lachlan",lachlan.kowalczyk@mail.example.net,2024-10-17,2025-07-04,"$1,480.00","$1,465.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D324,807,1,1,Occ,"Cisneros, Priya",priya.cisneros@example.com,2024-10-17,2025-07-04,"$1,480.00","1,465.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D325,957,2,1,Occ,"Pemberton, Aurelio",aurelio.pemberton@mail.example.net,2024-11-06,2025-11-28,"1,920.00","$1,880.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D326,"1,024",2,1.5,Occupied,"Engelhardt, Bettina",bettina.engelhardt@example.com,2024-08-02,2025-04-14,"$1,840.00","$1,785.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D327,751,1,1,Occupied,"Ferrante, Clemence",clemence.ferrante@mail.example.net,2026-06-13,2027-02-27,"1,550.00","$1,510.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,D328,527,0,1,Vacant,,,,,"$1,025.00",
GRN,Greenfield Commons Apartments,1400 Greenfield Road,D329,455,0,1,Occupied,"Ashworth, Nadim",nadim.ashworth@example.com,2023-12-15,2024-10-27,"1,235.00","$1,160.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D329,455,0,1,NTV,"Sorokin, Aurelio",aurelio.sorokin@mail.example.net,2024-11-13,2025-07-30,"$1,235.00","$1,200.00"
GRN,Greenfield Commons,1400 Greenfield Road,D330,738,1,1,Occ,"Calderon, Elke",elke.calderon@example.com,2025-04-21,2025-12-27,"1,435.00","1,435.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D401,729,1,1,Occupied,"Wexler, Elke",elke.wexler@example.com,2025-11-04,2026-09-25,"1,415.00","$1,365.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D402,"1,070",2,1.5,Notice,"Kowalczyk, Ottilie",ottilie.kowalczyk@example.org,2024-08-15,2025-04-03,"$1,990.00","1,980.00"
GRN,Greenfield Commons,1400 Greenfield Road,D403,814,1,1,Occupied,"Eriksen, Hamza",hamza.eriksen@example.com,2026-01-11,2026-11-23,"1,475.00","$1,450.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D404,"1,330",3,2,Occupied,"Lindgren, Ilse",ilse.lindgren@example.com,2025-07-22,2026-02-06,"2,390.00","2,335.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D404,"1,330",3,2,Occupied,"Nakamura, Ottilie",ottilie.nakamura@example.com,2025-07-22,2026-02-06,"$2,390.00","2,335.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D405,"1,277",3,1.5,Occ,"Dupont, Elke",elke.dupont@mail.example.net,2024-04-13,2025-01-14,"2,350.00","$2,345.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D406,749,1,1,MTM,"Fontaine, Casimir",casimir.fontaine@example.com,2026-04-27,2027-04-10,"1,480.00","$1,470.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D407,959,2,1.5,Occ,"Kowalczyk, Ulrich",ulrich.kowalczyk@mail.example.net,2025-09-19,2026-09-10,"1,855.00","1,830.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D408,758,1,1,Occ,"Dupont, Dario",dario.dupont@example.com,2025-03-28,2026-04-19,"$1,575.00","1,550.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D409,757,1,1,Occupied,"Wexler, Elke",elke.wexler@example.com,2024-10-02,2025-05-25,"$1,460.00","1,420.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D410,969,2,1,Occupied,"Beaumont, Marisol",marisol.beaumont@example.com,2025-03-28,2026-02-18,"$2,005.00","2,005.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D411,987,2,2,Occ,"Kowalczyk, Katrien",katrien.kowalczyk@example.org,2024-05-23,2025-06-21,"1,990.00","$1,990.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D412,547,0,1,MTM,"Radulescu, Dario",dario.radulescu@example.com,2024-06-18,2025-06-27,"1,185.00","1,150.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D413,947,2,2,Occupied,"Kowalczyk, Yannick",yannick.kowalczyk@example.org,2026-04-22,2027-01-11,"$1,970.00","1,935.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D414,979,2,2,Occ,"Eriksen, Bastien",bastien.eriksen@example.org,2024-02-25,2025-02-09,"$2,005.00","$1,950.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D415,952,2,1,VAC,,,,,"1,855.00",
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,D416,791,1,1,NTV,"Radulescu, Priya",priya.radulescu@example.com,2024-07-27,,"$1,425.00","$1,425.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D417,"1,068",2,1.5,Occupied,"Villanueva, Hamza",hamza.villanueva@example.com,2024-03-06,2025-01-15,"2,035.00","$1,995.00"
GRN,Greenfield Commons Apartments,1400 Greenfield Rd,D418,979,2,1.5,MTM,"Sorokin, Soren",soren.sorokin@example.com,2025-10-31,2026-07-26,"$1,935.00","1,915.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D418,979,2,1.5,MTM,"Broussard, Nadim",nadim.broussard@example.com,2025-10-31,2026-07-26,"$1,935.00","$1,915.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D419,"1,045",2,1,Occupied,"Grierson, Katrien",katrien.grierson@example.com,2024-11-09,2025-12-04,"$1,955.00","$1,900.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D420,742,1,1,Occ,"Ferrante, Rosalind",rosalind.ferrante@example.com,2025-11-09,2026-11-12,"$1,500.00","1,445.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D421,"1,305",3,2,VAC,,,,,"$2,335.00",
GRN,Greenfield Commons,1400 Greenfield Rd,D422,"1,240",3,1.5,Occupied,"Ashworth, Greta",greta.ashworth@example.com,2023-05-14,2024-05-28,"$2,320.00","$2,235.00"
GRN,Greenfield Commons,1400 Greenfield Rd,D422,,3,1.5,MTM,"Beaumont, Nadim",nadim.beaumont@example.com,2024-06-09,2025-02-07,"$2,320.00","$2,275.00"
GRN,Greenfield Commons,1400 Greenfield Road,D423,731,1,1,MTM,"Engelhardt, Elke",elke.engelhardt@example.com,2024-06-17,2025-02-06,"1,490.00","1,480.00"
